words,commit_message
16,3328fa3fb Update CHANGELOG
57,96a815e84 Merge pull request #6538 from mitchellh/sethvargo/pr-6325
11,28ddd6927 Update docs
56,17ebc7fca Merge pull request #6539 from mitchellh/revert-6406-5186
80,e9f4bca38 Revert "#5186: Warning: Authentication failure. Retrying... after packaging box"
30,48df85008 Rebase and cleanup conditional
24,2c6ef938c Fix failing network test
25,004fe0e7b Make DHCP IP configurable
16,6af1f1e25 Update CHANGELOG
62,ecf6087a9 Merge pull request #6537 from mitchellh/sethvargo/emit_upstart
58,1a7937ed5 core: don't replace insecure key on base package [GH-5310]
46,42d0c3637 Merge pull request #6406 from markus-perl/5186
36,82f620ed1 Fix upstart detection and event emit
35,0ce636d1a core: avoid locking in trap context
16,cab292663 Update CHANGELOG
59,f95b7914f Merge pull request #6515 from oliviermeurice/slack_net_conf
65,69a9e33ef Merge pull request #6536 from mitchellh/sethvargo/network_manager
16,da116bffe fix syntax error
16,0ebd600c8 update CHANGELOG
53,6602d0626 Merge pull request #6535 from mitchellh/f-prune-index
56,538ffcd29 clarify guest to host in forwarded port output [GH-4796]
48,1f6e5aa08 Check if the network manager is before reloading
60,85f1e05e2 core: prune machine if non-existent CWD from index [GH-4742]
15,c743d88ad Fix bad options
44,d425193e4 Merge pull request #6493 from Ingramz/master
74,c43e0af4d Merge pull request #6382 from sophicware/fix/salt-provisioner-install-args
47,394f66468 Merge pull request #6489 from invernizzi/master
16,a6f56b159 update CHANGELOG
55,c754c0bf3 Merge pull request #6488 from dvorak/rescue-enetunreach
63,9ce26393b Merge pull request #6479 from legal90/fix-fp-collision-handling
64,9e1a119a4 Merge pull request #6475 from nikelmwann/linux-host-use-xfreerdp
74,fbdb6c0d1 Merge pull request #6474 from aneeshusa/enable-salt-options-for-masterless
89,d657804f1 Merge branch 'master' of https://github.com/matthewcodes/vagrant into matthewcodes-master
16,3da746fea update CHANGELOG
45,f5f596ab8 Merge pull request #6389 from grafjo/fix_6151
45,f3bcadc00 Merge pull request #6521 from thachmai/master
51,cccdb8738 Merge pull request #6407 from josephfrazier/patch-1
16,c7a8edd05 update CHANGELOG
55,d69d7047b Merge pull request #6386 from legal90/fix-osx-nic-order
46,ba3100f83 Merge pull request #6383 from PatOShea/patch-5
16,28f8db6e7 update CHANGELOG
48,d89bd56d2 Merge pull request #6373 from caleblloyd/patch-1
51,47e42940e Merge pull request #6444 from glamouracademy/master
16,50ce81fac Update CHANGELOG
45,72d62e3d2 Merge pull request #6404 from timotei/patch-1
16,fb11ea2a7 update CHANGELOG
56,fe3613154 Merge pull request #6367 from knixeur/fix-host-slackware
45,d680811d0 Merge pull request #6364 from ctammes/patch-1
74,29e8d969c Merge pull request #6322 from blueyed/doc-provisioning-file-mention-folder
53,5bd805962 Merge pull request #6318 from handlers/edit-this-page
16,9c2a9f198 update CHANGELOG
16,f1647ddea Fixed unit test.
44,774940521 Ignore Powershell progress updates on stderr
83,90b850aa4 Merge pull request #6307 from tbriggs-curse/fix/master/6306_chef_windows_capability
129,8ad2c91ad Merge pull request #6305 from justinlynn/feature/mitchellh-vagrant-6256-add-use_dhcp_assigned_default_route-to-html-documentation
16,5fe58dfb1 update CHANGELOG
51,a31f50573 Merge pull request #6288 from rickard-von-essen/dnf
16,cf2566f18 update CHANGELOG
70,c200190c5 Merge pull request #6259 from philipwigg/5943-fix-puppet-verify-binary
52,f8b243a81 Merge pull request #6254 from krig/suse-nfs-commands
54,fbe10cf7f Merge pull request #6232 from mirthy/windows7-hostinfo
76,b34db6a43 Merge pull request #6219 from jgoldschrafe/f-better-ubuntu-systemd-detection
49,e71e60eca website/docs: document WinRM execution time limit
58,d3bcc4e5f Merge pull request #6213 from jrob/winrm-execution-timeout
16,5b3bc9538 update CHANGELOG
46,b7a610a80 Merge pull request #6203 from dustymabe/master
16,10c53dfb4 update CHANGELOG
69,34dc9e237 Merge pull request #6195 from ArloL/fix-windows-xp-shell-provisioning
41,e6098f6c4 rename to powershell_elevated_interactive
16,034979321 update CHANGELOG
20,dde21bc95 fix file permissions
58,37940e735 Merge pull request #6185 from marc-ta/elevated_interactive
16,f02eb93d1 update CHANGELOG
69,7345c67b9 Merge pull request #6160 from lonniev/lonniev_rsync_issue_6115_branch
51,4ccf83de4 Merge pull request #6172 from glensc/pld/networking
65,86083c254 Merge pull request #6157 from justincampbell/www-add-boxes-to-nav
69,aabe5975d Merge pull request #6156 from justincampbell/www-fix-footer-alignment
16,fbd8c370a update CHANGELOG
44,8886a20d3 Merge pull request #6150 from pwnall/patch-2
44,40e0ba956 Merge pull request #6149 from pwnall/patch-1
30,21d73ae81 Merge branch 'apertoso-master'
81,aa0f57f7b Merge branch 'master' of https://github.com/apertoso/vagrant into apertoso-master
39,fedc7e21b provisioners/salt: deprecate config_dir
54,6c250d023 Merge pull request #6073 from johntron/revert-74d22069
47,32a0d5f98 Merge pull request #6071 from caseylang/patch-1
58,ab1c0a889 Merge pull request #6050 from benh57/fix_environment_error
16,9730df3b7 update CHANGELOG
46,6639d56c9 Merge pull request #5999 from PatOShea/patch-4
16,6db0e0ddf update CHANGELOG
70,7f25d49e8 Merge pull request #5991 from Mattias-/fix-puppet-environment-manifest
46,d83d61433 Merge pull request #5993 from PatOShea/patch-2
16,4e7aa4cc3 update CHANGELOG
40,82f968fe4 website/docs: update for new plugin flag
37,3d6b11375 commands/plugin: plugin-clean-sources
60,946d2fe15 Merge pull request #4738 from robkinyon/skip_default_sources
29,96e454494 use env.ui for action logging
48,566e21d3f add machine readable logging, action starts/ends
16,edffb130c Update CHANGELOG
16,b916be4d7 update CHANGELGO
56,f1827602f Merge pull request #6502 from dmacvicar/fix-dhcp-on-suse
16,d1baffe06 update CHANGELOG
44,d0ad74791 Merge pull request #5986 from denisbr/master
16,495af2402 update CHANGELOG
21,b69d635f7 commands/up: use sets
16,d7f296175 Update CHANGELOG
59,fdd3b5c7e Merge pull request #5981 from jkburges/named_provision_with
67,176b38880 Merge pull request #6534 from mitchellh/sethvargo/less_access_token
35,6bc286a70 website: update docs for powershell
19,e34af86ac commands/powershell
39,ff95fc5c1 Only append access_token the first time
43,8bbf6f56f Merge pull request #4400 from mwrock/ps-cmd
49,819c9b642 provisioners/ansible_local: align console outputs
46,c1f3d114f provisioners/ansible(both): add galaxy support
43,b9738a8c4 provisioners/ansible: add missing unit test
49,a0576349f provisioners/ansible(both): reorganize i18n texts
51,f24250ae9 Merge pull request #6527 from mitchellh/debian-logo
24,cd08ab93a website: fix debian logo
49,988787dec Merge pull request #6525 from ReadmeCritic/master
42,8c070df2b Update README URLs based on HTTP redirects
36,3fe52bd17 Fix Vagrantfile for latest middleman
37,ae0bc1872 noticed a few other whitespace issues
25,7d1aac607 major whitespace cleanup!
18,b61dae914 responsive cleanup
14,a9cc65112 sidebar styles
46,c903a064b rename sidebar to mobile nav to avoid conflict
6,558c1773c header
17,38616ca7b add navbar toggle
16,0701d2dee header left logo
17,99f060cd4 less shared files
67,fd4c5f02d Add network configuration plugin template files for Slackware Linux
52,80021ceaf Add network configuration plugin for Slackware Linux
48,75cc6ef8d provisioners/ansible_local: fix a str-to-sym bug
39,c6ef73a6f Merge 'gildegoma/2103-ansible-local-v2'
16,cfa0658ce Update CHANGELOG
54,a8afb4017 Allow users to remove all versions of a box with --all
38,a115928d9 Update output message to include --all
38,3f4a372d5 Remove all available versions of a box
51,a21d5be70 SUSE-flavored systems uses STARTMODE and not ONBOOT
19,3e1e66a76 Update CHANGELOG.md
47,a3c077cbe Merge branch 'gildegoma/ansible-force-ssh-user'
45,9bfdaf7e7 provisioners/ansible: introduce ansible_local
56,4df01da45 Merge pull request #6166 from cbednarski/docs-checkpoint
58,20e3bdc1d Merge pull request #6490 from mitchellh/f-provider-install
48,c017340f6 website: update docs for --install-provider flag
44,baea923e9 commands/up: automatically install providers
49,df32f6ac5 Update docker installer to work on custom kernels
36,d86324253 Add Errno::ENETUNREACH to SSH rescue
53,69d9bc0fe Environment can_install_provider and install_provider
48,4a7aa83e5 Use UNC paths for shared folders on Windows host
48,ea66e22d2 Use UNC paths for shared folders on Windows host
54,f45c5c453 Merge pull request #6485 from mitchellh/f-provider-cmd
33,abb1030f1 hosts/windows: install VirtualBox
40,dad5962eb hosts/darwin: support virtualbox install
36,72e13ee9e test: add tests for provider command
17,d4ddb3c2f commands/provider
72,c60e11612 Remove redundant app call from action "handle_forwarded_port_collisions"
46,e687f81fc Re-word Linux RDP error to include `xfreerdp`.
51,879977832 Prefer xfreerdp for RDP connections on Linux hosts.
49,84408c168 Enable log_level and colorize for salt masterless
50,dde94a3ce provisioners/ansible: add force_remote_user option
48,73edde735 Merge pull request #6467 from karthequian/master
28,2124b85b9 fixes simple spelling errors
16,36d6c430d Link to releases
40,cbb03a02d Updating tests to check for single quote
233,8e7a297fb Fix for interpolated strings being used for username and passwords, this fix was made in commit 1dd081d but was removed by 1152b4e. This was causing passwords with $ in them to stop working as the dollar sign was getting stripped out
32,8392752be Add links for OS links in Readme
61,e4f29e61c Merge pull request #6440 from mitchellh/f-machine-readable-ui
63,32e981ce7 core: machine-readable output should include standard UI output
58,d5a517235 Merge pull request #6438 from mitchellh/sethvargo/releases
25,23990e34e Use releases for releases
20,d142640d8 Fix SHASUM file name
71,a59dc04b6 handle_forwarded_port_collisions.rb: fix typo: "Reparied" -> "Repaired"
71,61466c8e6 #5186: Warning: Authentication failure. Retrying... after packaging box
56,efa01abb1 providers/virtualbox: if no box, don't import the master
56,c17efbed7 core: ignore VAGRANT_DOTFILE_PATH if a child environment
50,13be9731a Remove back tick in puppet facts definitions #6403
63,aec65b5d6 Fix user to username that was lost in merge conflict resolution
53,d859a3b75 Somehow I missed this param while resolving conflicts
49,9d87be51d Small refactor on conditional check and add tests
51,8e8799059 add the option to make elevated interactive scripts
47,c88d52082 Merge pull request #6296 from tomfanning/master
19,8c8a70798 Update CHANGELOG.md
68,5e48d3591 Merge pull request #6229 from mitchellh/b-winrm-info-respect-timeout
16,8ee97d5f8 Update CHANGELOG
58,ac05ce243 Merge pull request #6139 from tjanez/fedora-no-biosdevname
68,29e60882c Fixes Fedora network issues when biosdevname command is not present.
45,e6bb09831 Merge pull request #6391 from hexdoll/patch-1
8,07a42daf9 Fix typo
66,999854499 Fix for #6151 / provisioner puppet_server with Puppet Collection 1
56,f930fa94a Move "cant_read_mac_addresses" error to the global space
69,e42645530 guests/darwin: Configure network following the MAC addresses matching
43,1b19ce1cc Add windows minion requirement for ipc_mode
53,36cfc7716 providers/virtualbox: make prepare clone a core thing
156,86e56aeac Revert "Salt Provisioner: Added a 'custom' option to install_type to allow more flexibility in passing arguments to the bootstrap script. Updated the docs."
93,1a7c6dcfe Revert "Salt Provisioner: refactor custom install_type option to add install_command instead"
55,fb611c738 Revert "Initialize the install_command salt config var"
37,70e907944 Revert "Fix alignment of initializer"
55,be58cc058 Merge pull request #6379 from mitchellh/sethvargo/shopt
39,681b50060 Add shopt globs to include hidden files
47,d8b8eb7a6 Merge pull request #6378 from mitchellh/f-clone
40,5ea24e39d providers/virtualbox: unify import/clone
34,4908cd9cd providers/virtualbox: copy SSH key
46,e9922d175 providers/virtualbox: discard state if cloning
42,dbcc936a7 kernel/v2: box is optional if clone is set
27,f0ddac8c9 providers/virtualbox: clone
35,c5c3ba616 providers/virtualbox: some progress
55,9f05d22eb providers/virtualbox: cloning can do a non-linked clone
4,20310dce0 noop
23,06f8595bc kernel/v2: clone option
64,44d484e2e providers/virtualbox: ability to customize linked clone snapshot
18,e45ba11e1 up version for dev
16,6c55fef21 update CHANGELOG
53,ec0326f1c Merge pull request #6377 from mitchellh/f-cap-command
50,51f5b9e03 Merge pull request #6374 from mitchellh/f-snapshot
30,50638b2e5 commands/cap: require_relative
39,0a52e0629 commands/snapshot: use require relative
32,9e371277a core: IsEnvSet remove invert opt
25,0b2d60ac3 commands/cap: better help
12,99d29f17f commands/cap
30,31ae00cfc test: more tests for snapshots
42,6e187aaef providers/virtualbox: v4.2 and 4.3 support
58,0abc17eae commands/snapshot: push now uses caps to be more resilient
48,7480b65e9 providers/virtualbox: use caps for snapshot list
42,94b675581 website/docs: update docs for snapshotting
23,cc8cdafdc test: test for IsEnvSet
31,ed4df21c8 commands/snapshot: push and pop
47,c36b682e4 providers/virtualbox: fix error if no snapshots
45,00894b5a2 hyper-v boot device by generation fixes #6372
38,8c0e38b39 providers/virtualbox: snapshot restore
57,c635352b8 providers/virtualbox: list snapshots, progress for delete
42,d0e8ecfc7 providers/virtualbox: snapshot save/delete
17,a99ebcb3c commands/snapshot
44,07e38f1bb Fix Slackware Host detection and nfsd checks
16,169cacd71 update CHANGELOG
44,0586412f9 providers/virtualbox: fix some crashing bugs
22,3b3de6e2e support Bundler 1.10.6
57,2c936b2e3 providers/virtualbox: tidying up the linked clone feature
46,b8c7d1687 Merge branch 'mpoeter-VB-linked-clone-support'
113,d519d927f Merge branch 'VB-linked-clone-support' of https://github.com/mpoeter/vagrant into mpoeter-VB-linked-clone-support
14,0556b3b04 Update push.rb
16,a152045f8 update CHANGELOG
46,0a096ec5f Merge pull request #6342 from mitchellh/f-ipv6
42,2299715b4 providers/virtualbox: code review comments
18,2b732a96c website/docs: IPv6
34,05fbb4ced providers/virtualbox: more support
15,199a58fdd test: test IPv6
15,7e18a92bd test: fix tests
55,061a91d09 providers/virtualbox: workaround IPv6 routing bug in VB
33,0d50f454e providers/virtualbox: VB5 support
45,ec0b0fb7f providers/virtualbox: IPv6 host only networks
49,04fb0d99f Fix sudoers files after change to cleanup command
29,702e8d632 Add a sudoers script for SUSE
27,cfd4270cd FIX bug introduced in #6315
47,8fb2e0b4a Update documentation for Chef Solo `nodes_path`
11,c23610d70 Update test
54,fd593a85b Add `nodes_path` support for the Chef-Solo provisioner
58,6b033f2d6 doc: mention "directory" in the file provisioner reference
47,094d8b89e Add 'Edit this page' link to website/www footer
38,33d602ba8 Point `website/www` README to Makefile
29,ab590f774 Add Makefile to `website/www`
48,73314cfcb Add 'Edit this page' link to website/docs footer
49,b4bd0c925 Point website/docs README to Makefile and /v2 url
30,599feb5d0 Add Makefile to `website/docs`
95,e0dad41b0 FIX: no exception for debian 8 needed, shutdown -h -H doesn't work ; use normal shutdown -h now
42,a5b6e23e2 Removed extra quote in powershell command.
53,ed1c219a0 version is a Symbol, convert to String before concat.
25,f22bfcb8d resolve formatting issues
112,f3215f0ae copied documentation from docs to website for use_dhcp_assigned_default_route in order to complete documentation
23,41beaac07 Hyper-V set mac address
63,b721eb62c Merge pull request #6193 from mitchellh/sethvargo/faster_deploy
14,4da2ec2fe Faster deploys
53,acde6e1b1 Use dnf on Fedora guests instead of yum if available.
32,45ab5b4dc Update typos in SSH sharing docs
63,b79f0bb7a Merge pull request #6260 from samphippen/samphippen/bugfix/6065
66,53714abfa Handle encoding errors in shell provisioner newline normalization.
28,379dcfa56 Add a failing test for #6065
48,33b4d6a63 Fix verify_binary for Puppet for Windows guests.
40,191158683 Better NFS status check command for SUSE
63,496762341 Merge pull request #6249 from samphippen/samphippen/bugfix/5605
76,eeb750cd3 Catch encoding problems with sources provided to Vagrant::Config::Loader#set
28,790fa9f8e Add a failing test for #5605
45,4b3274442 Use a .NET API call instead of a Win8+ cmdlet
66,1e84cc4d6 communicators/winrm: respect boot_timeout when fetching winrm_info
31,c7186236f Better Ubuntu systemd detection
41,c844a9c4f Adding WinRM execution_time_limit to log.
36,44154c92a Fixing WinRM communicator unit test.
37,18d229ca8 Added execution_time_limit for WinRM.
51,3b7117b68 Merge pull request #6212 from modernlegend/typo_fix
36,75a7fabae fix typo, adjust wording for clarity
16,f3b31c8c9 Update CHANGELOG
77,ad9a7324c Fix invalid ini entry error when ansible_ssh_private_key_file contains spaces
25,be90f6b1d Fix Fedora /etc/hosts bug
49,af0f267b5 Check if Schedule.Service com object is available
59,c84e05fd0 Merge pull request #6192 from mitchellh/sethvargo/vmware_up
23,aaf679d92 Bump VMware information
67,788b84aa0 Merge pull request #6190 from gajdaw/destroy-documentation-link-fix
43,2f5b4f095 Fixed link in destroy command documentation
34,f71b27ff2 fix network detection on pld-linux
59,e7ca6acbf Revert heading change and add note about CHECKPOINT_DISABLE
110,d11ff3237 Change docs for checkpoint environment variable to reflect the not-vagrant-specific version CHECKPOINT_DISABLE
45,3fed57043 Merge pull request #6164 from issyl0/fix_typo
71,b897fd736 Scrub Guest Paths for Windows Rsync leaving Dirty Paths for Winrm Mkdir
59,ce08fc155 Merge pull request #6136 from StefanScherer/update-winrm-fs
71,cda90ba85 Merge pull request #6155 from justincampbell/docs-link-atlas-base-boxes
40,c58c9a1ff website/www: Add Atlas box search to nav
42,0f8a88f49 website/www: Fix logos/copyright alignment
47,278d08fee website/docs: Link to Atlas docs for base boxes
8,d7220ac0c Fix typo
43,4425d91d8 Don't warn about an .1 IP for DHCP networks
38,6f59c8bb5 The docs typo'd the nic_type parameter
37,73a7b1d11 Update winrm-fs to fix Win10 problems
53,cd25b820c Merge pull request #6135 from mitchellh/sethvargo/ssl
37,d1043b41e Ensure all assets are served over SSL
46,2f782a95b Merge pull request #6080 from driskell/patch-1
96,2a2f0a475 Use hash of machine name for lock file to avoid problems with invalid characters for file names.
35,587c88e65 Fix Win 10 Enterprise Vagrant Error
52,186f3f25e Merge pull request #6105 from evverx/bash-completion
22,06d4d2366 Update bash-completion
55,fd526ad3d Mention that only X.Y.Z is valid for versions in semver
43,a4a77f279 Update docs to say Vagrant 1.5+ is required
42,ff941ef4e Fix broken masterless minion configuration
88,ea7b277f4 Prevent fatal error caused by attempting to upload minion config to privileged directory
34,f13220cd7 Clarify config.ssh.insert_key docs
28,4d4bba119 Correct some upstream errors
69,3f29be0de Fix string parse error in the environment path missing error message.
47,01f0dccbd Update documentation for Chef Zero `nodes_path`
11,15ec95328 Update test
61,e4cdb473b Bring back `nodes_path` support for the Chef Zero provisioner
16,804586989 Update CHANGELOG
70,d64d229c0 Merge pull request #5928 from mitchellh/sethvargo/ssh_exec_run_command
45,1813d7add Merge pull request #6007 from darkn3rd/master
60,06c1e1ee1 Merge pull request #6012 from mitchellh/sethvargo/user_agent
42,d88d126ad Use a properly-formatted custom User-Agent
47,287831dd2 Fix for Issue #6006 - cfengine will now install
59,b18671839 Merge pull request #6004 from pogliamarci/www-https-scripts
46,c806b55f7 [website] load external scripts without schema
61,562ed2653 Fix #3570 'Box data left in ~/.vagrant.d/boxes after removal'
49,d34bc38bf Updated salt-minion and call ext on windows guest
46,e0a15edef Merge pull request #5992 from PatOShea/patch-1
28,19b7bbc36 Corrected masterless example
40,d6cf70bf2 Clarified windows guest machine support.
64,27b948f53 website/docs: Add more information regarding Puppet environments
60,f349a58a1 provisioners/puppet: Fix Puppet environment default manifest
17,8c2dc4122 website/www: bump
66,d2b0df0a7 Specify time and don't do -h -H which is not really a valid usage.
6,78ea5e4a7 v1.7.4
62,4b217e212 Merge pull request #5980 from PatOShea/PatOShea-ConfigDir-Typo
109,209556c3c Allow provisioner instance names to be specified for `up` and `reload` commands and option `--provision-with`
25,a4eede0c4 fixed typo for config_dir
63,3f2d2edf2 Merge pull request #2 from PatOShea/PatOShea-Minion-Config-Path
38,956bbf011 Changed minion config path for windows
56,772f276ee Port support for linked clones to VirtualBox 5.0 driver.
9,dbcb51307 Fix typo.
63,97a9cd35f Upload facts to temp dir before sudoing them to final location.
45,bfb66f316 Correct default path to facter and indentaion
55,bac5d039d providers/docker: pull setting, default false [GH-5932]
51,f26293bb0 hosts/linux: sudo to copy back to exports [GH-5957]
49,ce5a30b26 provisioners/puppet: fix config merging [GH-5958]
16,347649188 update CHANGELOG
55,087ffa67b Merge pull request #5967 from benh57/fix_puppetwin_path
16,2ec7bf92e update CHANGELOG
53,f540a301b Merge pull request #5971 from bheuvel/fix/master/5970
64,f12f50c55 Raise Errno::ETIMEDOUT as "acceptable" Errors::ConnectionTimeout
34,770d927ba Structured yaml facts - first pass
95,46eedb649 Back to using 'which' when no path is defined since the winrm communicator overrides it anyway.
26,8c2ddac2c Check for nil config_path.
105,8c1ff5ee2 Fix custom puppet.binary_path to work properly on windows. Fix automatic puppet path detection on windows
65,2209d7621 Merge pull request #5956 from mitchellh/sethvargo/rack_protection
29,b03b7f56a Add Rack::Protection to sites
60,1f1bbbfbb website/docs: note Vagrant version for NFS aliases [GH-5942]
16,f08cb9f0a update CHANGELOG
55,b118ab10c providers/virtualbox: remove windows UNC path [GH-5933]
16,9e2ab3b4c update CHANGELOG
62,39baec78e Merge pull request #5936 from wkral/fix-salt-bootstrap-install
16,bfa829d89 update CHANGELOG
62,a9d5d6ae4 Merge pull request #5931 from kaorimatz/fix/guests-fedra-nmcli
56,639f22c4d Merge pull request #5954 from mitchellh/sethvargo/tmpdir
59,7328f91da Merge pull request #5949 from progamesigner/fix-nfs-systemd
38,bfbf96c38 Fallback to /tmp if $TMPDIR is not set
50,f4d1d068f Merge branch 'master' into VB-linked-clone-support
67,d09e8e6f5 guests/redhat: Fixed the NFS detection on guest, not host [GH-5948]
45,0796f052f Merge pull request #5937 from aidanhs/patch-1
29,13e2dbaf9 Fix setting hostname in 12.04
28,27d751863 Fix alignment of initializer
46,ccd735466 Initialize the install_command salt config var
61,73d5718da guests/fedora: don't fail if nmcli doesn't exist on the guest
7,7743b8314 website
18,4af1e1a48 up version for dev
28,799fff6bc website/www: use bintray API
26,9d5727b73 website/www: up for deploy
39,0fa6b17bf website/www: fix for new bintray format
30,20e851dd8 scripts: new website locations
28,58ccb4889 website: update Ruby version
6,364db17e3 v1.7.3
33,dec5f70a1 core: fix jailbreaking of plugins
17,53dddeb2b targeting scripts
18,efe62cfe2 up version for dev
70,fe581a208 Merge pull request #5927 from mitchellh/sethvargo/sudo_read_ip_address
56,fc1d2c29b Use the same ssh args for ssh with a command as ssh exec
39,5f383b546 Use sudo for read_ip_address capability
35,00f1e4677 Update docs to support VirtualBox 5
6,3f7f85c07 v1.7.3
16,beb5bce69 Update CHANGELOG
67,f6bf8b478 Merge pull request #5924 from mitchellh/sethvargo/docker_check_args
67,66b1ac7f0 Merge pull request #5922 from mitchellh/sethvargo/docker_space_args
52,516d475f1 Checksum args to each docker container in local data
23,3e3037f31 Add a space before args
48,247fe7206 docs: update ansible provisioner guide [GH-5765]
72,c846f3f22 Merge pull request #5919 from mitchellh/gildegoma/fix-broken-rspec-tests
40,faeb8a944 core: plugin management requires bundler
74,8f951291b Merge pull request #5765 from mitchellh/gildegoma/key-in-ansible-inventory
26,e932bc405 Update CHANGELOG [GH-5765]
50,df4b74ee5 provisioners/ansible: update doc for GH-5765 (wip)
82,3842a1f71 provisioners/ansible: provide ssh identities via ANSIBLE_SSH_ARGS (when necessary)
39,76651a413 provisioners/ansible: Update unit tests
50,f0718d620 provisioners/ansible: Put ssh key in the inventory
59,d29487a2b Merge pull request #5916 from mitchellh/sethvargo/chef_zero
48,479323f1e for newer versions of Bundler, store the runtime
25,d72306b6d Fix command builder tests
29,4b1847acf Use Chef Client for Chef Zero
22,931f0700b upping version for dev
54,294812fb1 Merge pull request #5915 from mitchellh/sethvargo/bump
22,f93532ce1 Bump to latest bundler
70,40b94afeb Update command builder now that provisioning_path has moved to runtime
63,a822bb2aa Merge pull request #5914 from mitchellh/sethvargo/travis_docker
9,5323a5112 Use color
15,b191c302f Use bundle exec
21,dcd8877b6 Try the container VMs
16,85d2a69f9 Update CHANGELOG
68,60330218f Merge pull request #5913 from mitchellh/sethvargo/windows_chef_paths
18,e9bcf147f Prefix with guest_
9,06dcd55f5 Fix tests
16,94e26f45e Update CHANGELOG
38,0e039159a Calculate Chef paths at provision time
53,eb6aa2ac8 Allow Ansible provisioner to run reliably in parallel
67,04ed8d3d0 Merge pull request #5912 from mitchellh/sethvargo/subprocess_escape
25,fafa3fa43 Add another log statement
43,742d47c4c No longer need subprocess wrapping there :)
64,68ef9676c Jailbreak out of the subprocess and restore original environment
29,46563560f Update with_clean_env helpers
19,50a64ea30 Add a log statement
83,0a5d37fc8 Reset the original environment if we are running something outside of the installer
66,790c625bc Merge pull request #5884 from dcbw/dcbw/fedora-network-mac-address
16,dd625a935 update CHANGELOG
44,d36f611e2 Merge branch 'maxlinc-filter_synced_folders'
109,cea44847d Merge branch 'filter_synced_folders' of https://github.com/maxlinc/vagrant into maxlinc-filter_synced_folders
62,d51c5fbc6 Merge pull request #5435 from juiceinc/bugfix/salt-provisioner
64,b0b9f67fa Merge pull request #5514 from MiLk/fixes/several-boxes-same-name
47,5fd3ab5bb Merge pull request #5706 from jim-minter/master
46,c65c62b2c Merge pull request #5880 from strzibny/fix-nfs
18,b3e935203 remove unuse dline
61,3cad49506 Merge pull request #5887 from msabramo/config.ssh.ssh_command
16,3cd12b418 update CHANGELOG
62,f1618f5ec providers/docker: don't remove image on reload for build cache
62,057f04e46 Merge pull request #5905 from adrianguenter/adrianguenter-5353
42,9bdefb5c5 Don't destroy built Docker image on reload
9,e90398846 fix tests
16,e9d8fa5f1 update CHANGELOG
54,300b9c910 provisioners/chef: don't check existing set, unique ID
16,b49d25c56 Update CHANGELOG
71,912a87884 Merge pull request #5910 from mitchellh/sethvargo/preserve_original_env
31,e46ef7d2f Document debugging the launcher
72,3ba10b43a Restore the original environment from Bundler and the installer if given
64,d8d5a66fa Add a function to get to the "original" environment with Vagrant
23,d5458247c update to latest listen
16,05463ebe1 update CHANGELOG
71,9596b7a46 synced_folders/rsync-auto: don't crash if rsync command fails [GH-4991]
108,7e61afd48 website/docs: clarify rsync options hash :: Please enter the commit message for your changes. Lines starting
44,d95dad9a7 synced_folders/rsync: command help [GH-5868]
43,ac8c3fffc website/docs: doc options for NFS [GH-5583]
53,964f340f0 synced_folders/nfs: verify_installed option [GH-5269]
16,425e9aa6c update CHANGELOG
50,31448d126 synced_folders/rsync: can set rsync_path [GH-3966]
49,26b5b67a6 website: update docs for SMB disconnect [GH-4538]
44,0440779d8 website: clarify NFS mount options [GH-4858]
46,c1508cd89 kernel/v2: customizable sudo_command [GH-5573]
70,536ea0729 providers/virtualbox: name for private network chooses right interface
61,45a5bc3bd kernel/v2: make provisioner name show up on invalid [GH-5902]
59,9dd87b289 providers/docker: validate config after HandleBox [GH-5667]
16,5f121c44e update CHANGELOG
44,be21604d4 providers/docker: style on custom Dockerfile
59,8d725c1f2 Merge pull request #5482 from duro/support-named-dockerfile
16,526a81807 update CHANGELOG
42,0b6938d8a core: don't prepare folders in disable ode
65,1c203405d providers/docker: fix crash if host VM file can't be foundJ:wq gs
64,9dd564032 provisioners/docker: for debian, chmod the var lib docker folder
56,606a8fdde providers/docker: validate create args is list [GH-4850]
41,855aa66ad providers/docker: better error on suspend
15,6e3e01bd5 Fix Vagrantfile
46,dbf0af2e3 providers/docker: don't pull if image is built
44,c2cae80de providers/dock: pull image prior to starting
42,26fe5ac89 guests/tinycore: more robust rsync install
48,0d561ddf9 guests/tinycore: fix rsync install on 64-bit b2d
33,72b3ccd64 providers/docker: use new b2d box
55,dd69de107 communicators/ssh: only try auth methods that are valid
83,839a2e6fa provisioners/ansible: show ansible-playbook only when the verbose option is enabled
46,28bea401c core: if interrupted, don't open metadata file
39,5e02e9cc8 website/docs: update for docker restart
51,9c7f666e4 provisioners/docker: support restart flag [GH-4477]
38,951642713 update messaging for installing docker
52,3eb93a450 Merge branch 'master' of github.com:PatOShea/vagrant
52,da67824a5 Adding run_service and minion/master ids for windows
16,a3b3e3ffe update CHANGELOG
56,33d4f4d2a push/local-exec: close temp script, fix inline [GH-5695]
63,360069889 website/docs: warning about choosing IP that overlaps [GH-4430]
22,2632a0a94 website/docs: fix typo
68,f37d9ab0d website/docs: heuristic for what can be single line config [GH-4603]
45,da0b24ecd website/docs: update dns proxy docs [GH-4853]
49,5c0e9dc68 website/docs: note that d.run only once [GH-4885]
